title,url,source,date,language,state,district,search_term,full_text,relevance_score
கடும் வெயில்; தஞ்சாவூர் பெரிய கோவிலில் பக்தர்களுக்காக தண்ணீர் தெளிக்கும் பணியாளர்கள் - Dinamalar,https://news.google.com/rss/articles/CBMiZEFVX3lxTFAwSE1ERTBkWUdoSm9fRERTeVBaQ3NiUFFJTHBLeDlXNHZndi10VmluektocUtXT0J5LURvb25hV0Jwd2JwTWVEczNOcFRBbGktd2dESDhfN2wwaHoyd2lqNW5QUk8?oc=5,Dinamalar,2026-03-18T11:10:36+05:30,ta,Tamil Nadu,Thanjavur,"(""வெப்ப அலை"" OR ""அக்னி நட்சத்திரம்"" OR ""கடும் வெயில்"" OR ""கொளுத்தும் வெயில்"" OR ""எரிக்கும் வெயில்"" OR ""கடுமையான வெப்பம்"" OR ""வெயில் கொடுமை"" OR ""ஹீட் வேவ்"" OR ""கொடும் வெயில்"" OR ""வெப்பத்தின் தாக்கம்"" OR ""அசாதாரண வெப்பம்"") Tamil Nadu","தஞ்சாவூர்: தஞ்சாவூர் பெரிய கோவிலில் கோடை வெப்பத்தை தணிக்கும் வகையில், கோவிலில் தண்ணீர் தெளிக்கும் பணியில், பணியாளர்கள் நாள்தோறும் ஈடுபட்டு வருகின்றனர். இந்த செயலுக்கு பொதுமக்கள், பக்தர்கள், சுற்றுலாப் பயணிகள் பாராட்டு தெரிவித்துள்ளனர். உலக புகழ்பெற்ற பெரியகோவிலுக்கு ஏராளமான சுற்றுலா பயணிகள் வந்து செல்கின்றனர். இந்நிலையில், பெரியகோவில் வளாகத்தில் பகல் நேரத்தில் அதிகமாக வெப்பம் இருப்பதால், பக்தர்கள் வெறும் காலில் நடந்து செல்வதில் சிரமம் இருந்து வருகிறது. இதற்காக கோவில் வளாகம் முழுவதும் பக்தர்கள் நடந்து செல்லும் வகையில், தேங்காய் நார் விரிப்புகள் விரிக்கப்பட்டுள்ளன. ஆனாலும், வெயிலின் தாக்கம் தற்போது அதிகமாக இருப்பதால் தேங்காய் நார் விரிப்புகளில், இந்திய தொல்லியல்துறை பணியாளர்கள், தண்ணீரை அடித்து வெப்பத்தை ஓரளவுக்கு குறைத்து வருகிறார்கள். இதனால், கோவிலுக்கு வரும் சுற்றுலா பயணிகள் மற்றும் பக்தர்கள் மகிழ்ச்சியடைந்துள்ளனர்.",0.0
