title,url,source,date,language,state,district,search_term,full_text,relevance_score
"Crops wither as water sold at Rs 150 for 5,000 litres in Telangana - The New Indian Express",https://news.google.com/rss/articles/CBMixgFBVV95cUxNUHpCMTZSWFhfVUFRMHA1bmJnMXo4MjF6dk4zbWgwOVJ0NXVDbUFlbnptN0RCeWlVTmtwbnhjY0owNmhOYzg1bEpxSWZOWjJWclJFQ2F6WWI5Yms1NFFDdGx4MXBIZVNhVzUyYl9HUGpGSWdtYTgxOUZZdzZXMXFfaExwX01nYXFuc3ZOZWZud1BxZ0tVWnJjYUliTFhwUlJxRFd2Y2pnbHY2Q0todDNZUTVjQmdOcVV1SHVZOHdwTjRUR3NmeVHSAdMBQVVfeXFMUE9Ma05RN00wc05TNHNMMmtvNVhXTDBBd1dKYThrY3hROGl1TkpJVVFnRjE5emE5ckdSMHFpdEZ1LTFuODlQX3QxUFYyVlhaczNyck5keGRBRDlJSG5RWkZiY2lsZVJTNnFxQTRNZDlsSFlOU0FJTUNNb1dLWjI4WmtQMWZzQ3hobEVRZ2swcjNnZkYzam1qd3g0aHJRMHhTdi1xeUJ3Mjc1dGo3MTFvWmVERTRqTk05eGdTOFRFTVJzRjhKc0lscUllb0h6d2pBU2tQMA?oc=5,The New Indian Express,2026-03-27T08:50:01+05:30,en,Telangana,Nalgonda,"""heatwave"" Telangana","NALGONDA: The irrigation crisis in Munugode mandal has reached a critical stage, with groundwater levels plunging amid record summer heat. Farmers who invested heavily, often through loans, are now watching crops wither, forcing them to find desperate ways to survive.
In an unprecedented trend, irrigation water has turned into a market commodity. Small farmers with working borewells are selling surplus water after meeting their needs, while those without sources are spending thousands to save crops.
Ground reports underline the severity: water is being sold at Rs 150 for 5,000 litres, with tractor tankers queuing at borewells from early morning.
N Beemaiah, a farmer from Kaluvalapally, said that after irrigating his one acre, he sells excess water at Rs 150 per 5,000 litres, filling four to five tankers daily between 8 am and 5 pm. Each tanker takes an hour to fill, followed by a recharge gap. The income helps offset cultivation costs. Similar sales are reported in over 10 villages.
For buyers, the burden is steep. V Ramulu said farmers without tankers spend nearly Rs 1,000 for 5,000 litres — enough for just a quarter acre. He is able to irrigate only two of his five acres, with the rest drying up.
The situation persists across nearly 15 villages. Farmer G Narasimha Reddy alleged that promises of canals under the Brahman Vellemla–Udayasamudram project misled farmers into expanding cultivation, only to face losses as works remain incomplete despite available water.
Farmers say poor rainfall and delayed government action have deepened the crisis. With groundwater nearly exhausted, borewells are no longer reliable. The community has sought urgent intervention, either by speeding up canal works or providing alternative irrigation, warning that continued neglect could push debt-ridden farmers into severe distress.",0.6333333333333333
