title,url,source,date,language,state,district,search_term,full_text,relevance_score
Delhi heatwave reaches 44.5°C; doctors urge hydration and care - The News Mill,https://news.google.com/rss/articles/CBMitAFBVV95cUxQckhUMWhwcUZLS2tyMF9ScDRoajk2WDB2TjNDZnFaWWN0cU01dkFqZXFZU0VxZUU4VkxsZ1Q5bWxRQ21YUmdSLUVZbUFxa2RUY0pEU21Jc1RaRGNFM3JUbjQzY2RUQ2VXQ2ZYdUg5OVFxM1ViSXFTYnRJR0tKaTAzamF4WnZlaXNfUFBmUFpDRk0xMUdaWjVFODc3aUtWU1pBcjR4WTl2OWVwcGEwQmIzc3gwMG8?oc=5,The News Mill,2026-05-03T05:52:10+05:30,en,Delhi,New Delhi,"""heatstroke"" Delhi","New Delhi is experiencing a heatwave with temperatures reaching 44.5 degrees Celsius, according to the India Meteorological Department. Dr L Shyam Singh, director of Atal Bihari Vajpayee Institute of Medical Sciences and Dr Ram Manohar Lohia Hospital, has advised residents to maintain proper hydration and seek medical assistance if needed.",0.8333333333333333
