title,url,source,date,language,state,district,search_term,full_text,relevance_score
"UP Accident News : महामार्गावर भीषण अपघात; डंपरमध्ये अडकून ५० मीटर फरफटत गेली कार, आई-वडिलांसह दोन मुलांचा मृत्यू - Saam Tv",https://news.google.com/rss/articles/CBMi5wFBVV95cUxOalNkOEYtZkliWl90YVNaV0lkYlRjcUJHQk44NnNQQ2M1a0taTUM4eVF2bmVnWVFkWm13dG9hbnlwOWdvVVFpbjQ4bTJmYTdycG5pQUtNWmRsbmVFaE4yWnJwSmFKOTdNYTZWa2hiSDBVLW5nWEVva1pYc1h0anktTWtjZlBVNHNiaEs0TFpfZWNzOWdBWFFzNE9ZNVhSMWRwUncxTEpkVUl3czhBYXNwTkJIYlcxNXdZUm12Z1I4dFhyU0NpZEtBdTR4VzRpZ0VCQVJERGVBUHN5amFSZnpRX3ozeGVQM2vSAecBQVVfeXFMTmpTZDhGLWZJYlpfdGFTWldJZGJUY3FCR0JOODZzUENjNWtLWk1DOHlRdm5lZ1lRZFptd3RvYW55cDlnb1VRaW40OG0yZmE3cnBuaUFLTVpkbG5lRWhOMlpycEphSjk3TWE2VmtoYkgwVS1uZ1hFb2taWHNYdGp5LU1rY2ZQVTRzYmhLNExaX2VjczlnQVhRczRPWTVYUjFkcFJ3MUxKZFVJd3M4QWFzcE5CSGJXMTV3WVJtdmdSOHRYclNDaWRLQXU0eFc0aWdFQkFSRERlQVBzeWphUmZ6UV96M3hlUDNr?oc=5,Saam Tv,2026-08-25T15:51:00+05:30,mr,Maharashtra,Pune,"(उष्माघात OR ""लू लागणे"" OR ""उष्णतेने मृत्यू"" OR ""ऊन लागणे"" OR ""हीट स्ट्रोक"" OR ""सन स्ट्रोक"" OR निर्जलीकरण OR ""रुग्णालयात दाखल"" OR ""उष्णतेने बेजार"") Maharashtra","सुरक्षित उपाययोजनांचा अभाव आणि काही मानवी चुका यामुळं रस्ते अपघाताच्या घटनांमध्ये वाढ होऊन त्यात अनेकांचा बळी जात आहे. उत्तर प्रदेशातील बाराबंकी जिल्ह्यातही अशीच एक भीषण अपघाताची घटना घडली. यात एकाच कुटुंबातील चौघांचा मृत्यू झाला.
रामनगर-बाराबंकी महामार्गावर भुलभुलैया गावाजवळ एका ढाब्यासमोर मंगळवारी भरधाव डम्परची कारला जोरदार धडक झाली. ही कार डम्परमध्ये अडकली. जवळपास ५० मीटरपर्यंत कार फरफटत गेली. या अपघातात कारमधील पती-पत्नी आणि त्यांच्या दोन मुलांचा जागीच मृत्यू झाला. तर सात वर्षांची मुलगी गंभीर जखमी झाली आहे.
ही धडक इतकी भयंकर होती की भरधाव डम्परच्या पुढच्या भागात कार अडकली. साधारण ५० मीटरपर्यंत ती डंपरसोबत फरफटत गेली. या घटनेची माहिती मिळताच पोलीस घटनास्थळी पोहोचले. त्यांनी स्थानिकांच्या मदतीने कारच्या काचा फोडून आतमध्ये अडकलेल्या सर्वांना बाहेर काढले. कारमधील दाम्पत्य आणि त्यांची दोन मुले यात मृत्युमुखी पडली. तर एक सात वर्षीय मुलगी गंभीर जखमी झाली असून, तिला जिल्हा रुग्णालयात दाखल करण्यात आले आहे.
श्रावस्ती जिल्ह्यातील भिनगा पोलीस ठाण्याच्या हद्दीतील रहिवासी मोहम्मद शरीफ यांच्या बहिणीची प्रकृती अचानक बिघडली होती. त्यांच्या तब्येतीची विचारपूस करण्यासाठी ते मंगळवारी पत्नी तबस्सुम बानो आणि मुलगा उजैम, रुश्दा आणि सात वर्षांची मुलगी हुदा यांना घेऊन कारमधून लखनऊ येथे जात होते. भुलभुलैया गावाजवळ एका ढाब्यासमोर कार वळवताना भरधाव डंपरने धडक दिली. कार डंपरच्या पुढच्या भागात अडकली. ती रस्त्यावर जवळपास ५० मीटरपर्यंत फरफटत गेली. या भीषण अपघातानंतर आजूबाजूचे लोक घटनास्थळी धावले. तसेच माहिती मिळाल्यानंतर पोलीस घटनास्थळी पोहोचले. स्थानिकांच्या मदतीने कारचा दरवाजा आणि काचा फोडून त्यात अडकलेल्या प्रवाशांना बाहेर काढले.
अपघातग्रस्त कुटुंबाला रुग्णवाहिकेतून सीएचसी बडागाव येथे नेण्यात आले. तेथील डॉक्टरांनी मोहम्मद शरीफ, त्यांची पत्नी तबस्सुम बानो आणि मुले उज्जैम, रुश्दा यांना मृत घोषित केले. तर सात वर्षीय हुदा ही गंभीर जखमी होती. तिला प्राथमिक उपचारानंतर जिल्हा रुग्णालयात पाठवण्यात आले. या घटनेची माहिती श्रावस्ती येथील त्यांच्या कुटुंबीय आणि नातेवाईकांना देण्यात आली. चौघांच्या मृत्यूची माहिती मिळाल्यानंतर कुटुंब आणि नातेवाईकांवर दुःखाचा डोंगर कोसळला.
सकाळ+चे सदस्य व्हा
शॉपिंगसाठी 'सकाळ प्राईम डील्स'च्या भन्नाट ऑफर्स पाहण्यासाठी क्लिक करा.
Read Marathi news and watch Live TV. Breaking news from Maharashtra, India, Pune, Mumbai, Politics, Entertainment, Sports, Lifestyle at SaamTV. Get Live Marathi news on Mobile. Download the Saam Tv app for Android and IOS.",0.31666666666666665
Pune News : डॉ. रमा गायकवाड यांना महाराष्ट्र भूषण सन्मान प्रदान - Dainik Prabhat,https://news.google.com/rss/articles/CBMilgFBVV95cUxNVl94OERsM2FTalNyQl85bmhhcXlqejg4d01ZeHBJWTlXVlRPTlJGekF6azM5N2VpdHMyX1VPNlRMZ3plM0hDVkkzT1RxbGVoNExRMHBjNVJDTVpEZDNCdWJicUhkLWdpY1lYWWliaVhYLUcxZ1pQcXhvc0tjT09LQU1xSkg5NFZXYmZzUWc4SFJkMnluYUE?oc=5,Dainik Prabhat,2026-08-25T18:56:00+05:30,mr,Maharashtra,Pune,"(उष्माघात OR ""लू लागणे"" OR ""उष्णतेने मृत्यू"" OR ""ऊन लागणे"" OR ""हीट स्ट्रोक"" OR ""सन स्ट्रोक"" OR निर्जलीकरण OR ""रुग्णालयात दाखल"" OR ""उष्णतेने बेजार"") Maharashtra","Pune News : डॉ. रमा गायकवाड यांना महाराष्ट्र भूषण सन्मान प्रदान
Pune News : पर्वती येथील अनंतराव पवार कॉलेज ऑफ इंजिनिअरिंग अँड रिसर्चच्या विभागप्रमुख डॉ. रमा गायकवाड यांना आनंदी युनिव्हर्स फाउंडेशनच्या वतीने 'महाराष्ट्र भूषण सन्मान २०२६' प्रदान करून गौरविण्यात आले.
Pune News : संगणक अभियांत्रिकी क्षेत्रातील उत्कृष्ट संशोधन, आधुनिक अध्यापन पद्धती आणि विद्यार्थी विकासातील उल्लेखनीय योगदानाबद्दल अनंतराव पवार कॉलेज ऑफ इंजिनिअरिंग अँड रिसर्च (पर्वती) येथील विभाग प्रमुख डॉ. रमा गायकवाड यांना आनंदी युनिव्हर्स फाउंडेशनच्या वतीने महाराष्ट्र भूषण सन्मान २०२६ प्रदान करण्यात आला. (Pune News)
आनंदी युनिव्हर्स फाउंडेशनतर्फे विविध क्षेत्रांत सर्वोत्तम कामगिरी करणाऱ्या गुणवंतांचा गौरव केला जातो. डॉ. गायकवाड यांचे राष्ट्रीय व आंतरराष्ट्रीय स्तरावरील शोधनिबंध, पेटंट्स आणि शैक्षणिक प्रगतीतील मौलिक योगदान विचारात घेऊन त्यांना सन्मानपत्र, स्मृतिचिन्ह आणि पदक देऊन गौरविण्यात आले. (Pune News)
या यशाबद्दल अखिल भारतीय मराठा शिक्षण परिषदेच्या सरचिटणीस प्रमिला गायकवाड आणि प्राचार्य डॉ. सुनील ठाकरे यांनी त्यांचे विशेष अभिनंदन केले. (Pune News)",0.0
