title,url,source,date,language,state,district,search_term,full_text,relevance_score
Shimla Met office issues orange alert April 7 and 8 - NewsBytes,https://news.google.com/rss/articles/CBMinAFBVV95cUxQMjNDNWRrMUFIS253aUw4WGNBNlM2RGlHZFA5RVBzMjNENE1SLUh4YkQxRm0tTG94a3g2VVhWNmpNRXV1R3AyWHNoMUlnYWFaVlBxTHM5dzM1VUR4YzZUSEI1M3Q1dnVJdENYVXUwSzA3dkVTTHBCUXBtS296d0xkMDg1cDdDSEl4N2tFT0ZhcHdkOWpCSTBOdjRTdnA?oc=5,NewsBytes,2026-04-06T10:20:31+05:30,en,Himachal Pradesh,Shimla,"(""heat advisory"" OR ""heat action plan"" OR ""heat alert"" OR ""IMD warning"" OR ""IMD alert"" OR ""red alert"" OR ""orange alert"" OR ""yellow alert"" OR ""NDMA advisory"" OR ""cooling shelter"" OR ""relief measures"" OR ""heat compensation"" OR ""severe weather warning"") Himachal Pradesh","Shimla Met office issues orange alert April 7 and 8
Heads up, Himachal Pradesh!
The Shimla Met Office has put out an orange alert for April 7 and 8, warning of thunderstorms, hailstorms, lightning, and strong winds across several districts.
Higher areas just got a fresh layer of snow (Gondla saw a hefty 28.2cm) so things could get pretty intense.
Himachal Pradesh faces western disturbance
Recent days brought everything from hail in Shimla to heavy rain in Sarahan (23.5mm), with temperatures swinging from a chilly 0.2 degrees Celsius in Tabo to a hot 34 degrees Celsius in Una.
The state's had about 7% less rain than usual lately, but with another western disturbance rolling in from April 8-11, expect more rain and snow before the weather calms down.",0.8333333333333333
