title,url,source,date,language,state,district,search_term,full_text,relevance_score
Thiruvannamalai Drought | கடும் வெயில் தாக்கத்தால் தி.மலையில் சோகம் - மனதை ரணமாக்கும் காட்சி - Thanthi TV,https://news.google.com/rss/articles/CBMi5wFBVV95cUxQTmNpV2FzXzBUMmtNbEZoVnNZUUNlYVNOcUZWcW5kamdROEhqaU5jX0swY1NDcTZtbDltanNCaE9NemFlYnJPX0NKMTBReUdPMXZYMF9BSjJzTHB6U01TZVpObGNia2dfYWpxZHRPYXRjQk1JTmhUQ2VVdXFxUFRMMWNyekIwSXVzWGxCNVRpeUI1ZEo1bm9xN3lCSUwwYXZzNU9mTUJaaS1hQTdud09oOVoxTFJ6TGFSZDZubVVWdFBET0FCT3YtYXFxdWJEenJEQVpkeXNrcmZQV05QVHZSc2ZJemdza2fSAecBQVVfeXFMUE5jaVdhc18wVDJrTWxGaFZzWVFDZWFTTnFGVnFuZGpnUThIamlOY19LMGNTQ3E2bWw5bWpzQmhPTXphZWJyT19DSjEwUXlHTzF2WDBfQUoyc0xwelNNU2VaTmxjYmtnX2FqcWR0T2F0Y0JNSU5oVENlVXVxcVBUTDFjcnpCMEl1c1hsQjVUaXlCNWRKNW5vcTd5QklMMGF2czVPZk1CWmktYUE3bndPaDlaMUxSekxhUmQ2bm1VVnRQRE9BQk92LWFxcXViRHpyREFaZHlza3JmUFdOUFR2UnNmSXpnc2tn?oc=5,Thanthi TV,2026-04-25T14:35:47+05:30,ta,Puducherry,,"(வெப்பத்தாக்கம் OR ""வெப்ப தாக்கு"" OR ""வெயிலில் மரணம்"" OR ""வெப்பத்தால் உயிரிழப்பு"" OR சன்ஸ்ட்ரோக் OR ""ஹீட் ஸ்ட்ரோக்"" OR ""வெயில் தாக்கம்"" OR நீரிழப்பு OR ""மருத்துவமனையில் அனுமதி"") Puducherry",திருவண்ணாமலை மாவட்டம் வெளுகனந்தல் பகுதியில் கடும் வெயிலால் விவசாயிகள் பெரும் பாதிப்புக்கு உள்ளாகியுள்ளனர்.,0.8333333333333333
