title,url,source,date,language,state,district,search_term,full_text,relevance_score
Marathi Language Rule | रिक्षा-टॅक्सी चालकांना मोठा दिलासा! मराठी शिकण्यासाठी 1 वर्षाची मुदतवाढ! - News18 Marathi,https://news.google.com/rss/articles/CBMiiAFBVV95cUxNQmFnZjVnNmUwel83UHNjdkRJLUYwVVBpSDRBRmlleDMxZVIyVk1FaDNqcWtSOHRrUldIaFFUSjdTQ0dKMzZHOURtMXV6bUdHRS1vLWU2N2dFQjVPZlVhMFhWd2xOMWJGUWVVSnRVVDFaYlVIZUs3eTBpUjdsc0kyaFlQXzgwZlg3?oc=5,News18 Marathi,2026-08-28T08:17:58+05:30,mr,Maharashtra,Amravati,"(""हीट अॅक्शन प्लान"" OR दिलासा OR ""सावधानतेचा इशारा"" OR ""रेड अलर्ट"" OR ""ऑरेंज अलर्ट"" OR ""येलो अलर्ट"" OR ""मदत शिबिर"" OR ""नुकसान भरपाई"") Maharashtra","Last Updated: Aug 28, 2026, 08:17 ISTपरवानाधारक ऑटो आणि टॅक्सी चालकांसाठी मराठी भाषेच्या सक्तीच्या पार्श्वभूमीवर रिक्षा आणि टॅक्सी संघटनांनी मराठी शिकण्यासाठी मुदतवाढीची मागणी केली होती. या मागणीचा विचार करून राज्य सरकारने चालकांना मराठी शिकण्यासाठी एक वर्षाची मुदतवाढ देण्याचा निर्णय घेतला आहे.Amid the Marathi language requirement for licensed auto-rickshaw and taxi drivers, rickshaw and taxi unions had sought an extension to learn Marathi. Considering their demand, the state government has decided to grant drivers an additional one-year period to learn the language. news live, news18 marathi, marathi batmya, marathi news, mumbai monsoon, mumbai rain, maharashtra rain, weather today live, nepal flash floods, narali purnima, aaditya thackeray worli visit, national sports day, khelo india dialogue, pm modi, tiranga motorcycle rally, amit thackeray nagpur visit, amravati hospital fire, bihar flood, raksha bandhan 2026, nepal earthquake, up flood alertWatch News18 Marathi for- marathi news, marathi batmya, latest marathi, news, international news in marathi, live batmya, news in marathi language, news marathi latest, tajya batmya.News18 Marathi is one of the leading YouTube News channels which delivers news from across Maharashtra, India and the world 24x7 in Marathi. Stay updated on all the current events shaping Maharashtra's political landscape, with a special focus on key figures such as PM Narendra Modi, Amit Shah, Devendra Fadnavis, Ajit Pawar, Sharad Pawar, Eknath Shinde, Uddhav Thackeray, CMO Maharashtra, Aaditya Thackeray, Raj Thackeray, Manoj Jarange Patil, Prakash Ambedkar, and more.We cover interesting stories from across the world as well.Join us as we delve into the heart of Maharashtra Politics, providing comprehensive coverage and unbiased reporting on News18 Marathi's platform. Don't miss out on the action, subscribe now for all the latest news, debates, and more.Follow Every Breaking Story LIVE 🔴Watch News18 LIVE 24x7:",0.5166666666666666
