title,url,source,date,language,state,district,search_term,full_text,relevance_score
Video shows woman offering water to people amid scorching heat in Gujarat's Rann | Another Instagram user called her a hero | Inshorts - Inshorts,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPMGlocVNCdVhacG9BSDk4LW9vSEwyb2dKMUs5YXRmTnMtOFZtcnA0Y3JHdDFwYUxzM2tHQUlkWEo3Y1dHcUFlRVZ5c29ySXh2Yl9uUWFBWVItSEtlb19vVGJOSDhSXzRmQ054Z3kyMjczRXVRaVVXclJIeThUcDZLUm9wbW9SWnBsS0dlNEs1d0puSlFiZGdIc3N3UFdaWFJ1NW5JTElHODI0bkVvUVBHZ01ldmlYc1hqcElldk9YRFTSAcYBQVVfeXFMUFVDZTNxU1Rmd2JSTHNaQ2cxMGkyNnlBS0EwclRxM0JPNFcwN2RZSFZyQ2Fvek13aDBUTlZrTVNGc0RJcjJZQk5XTi1ZMFdFOW1HRkZ2MU53b0h2bzZfb0NLbXJSSWdrM0g4cGJWSHhDRE5lcTQ4QTlvb2tpWWtCcVRxUGxMelc3a3pYeFdKZ0NPMjVpVkM1aDd3cGJ3VGZYeVRRZjNWWllOR2NmWlZnVGFuZkZmeTc5NGZDQnh5emIyVkNsT3JB?oc=5,Inshorts,2026-03-24T23:35:33+05:30,en,Gujarat,Surendranagar,"(heatwave OR ""heat wave"" OR ""severe heatwave"" OR ""extreme heat"" OR ""heat spell"" OR ""scorching heat"" OR ""blistering heat"" OR ""sweltering heat"" OR ""hot winds"" OR loo OR ""hot loo winds"" OR ""intense heat"" OR ""unbearable heat"" OR ""deadly heat"" OR heat OR ""weather forecast"" OR ""weather update"" OR ""weather alert"" OR ""IMD forecast"" OR ""IMD prediction"" OR ""IMD alert"" OR IMD OR ""rising temperatures"" OR ""temperatures expected to rise"" OR ""relief from heat"" OR ""respite from heat"" OR ""heat respite"" OR ""respite from scorching heat"") Gujarat","An undated video has surfaced online showing a woman offering water to people in Gujarat's Rann near Jinjuwada. The clip shows a small child sitting in the area as she offers water to strangers amid the scorching heat. ""Such an angel she is,"" wrote one Instagram user on the video. Another said, ""This is so beautiful.""",0.6833333333333333
